brand_name,brand_slug,brand_url,logo_url,instagram_url,facebook_url,physical_address,physical_address_type,physical_address_status,brand_source_status,brand_enrichment_notes
AVENEW,avenew,https://avenew.bg/,https://avenew.bg/wp-content/uploads/2020/09/3_AVENEW_logo_rose_less_padding.png,https://www.instagram.com/avenew.bg/,https://www.facebook.com/Avenew.bg/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Axtracts,axtracts,https://axtracts.bg/,https://axtracts.bg/wp-content/uploads/2025/10/cropped-brand.png,https://www.instagram.com/axtracts.bg,https://www.facebook.com/axtracts.bg,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
BallHole,ballhole,https://ballhole.bg/,https://ballhole.bg/wp-content/uploads/2024/02/ballhole-logo-white.svg,https://www.instagram.com/ballholeapparel,https://www.facebook.com/sharer/sharer.php,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Bebeshki Spomeni,bebeshki-spomeni,https://bebeshkispomeni.com,"data:image/svg+xml;base64,PHN2ZyB2aWV3Qm94PSIwIDAgMTU2MyA2MjUiIHdpZHRoPSIxNTYzIiBoZWlnaHQ9IjYyNSIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIj48L3N2Zz4=",http://www.instagram.com/bebeshki_spomeni,https://www.facebook.com/people/Дневник-Бебешки-спомени/100092571346922/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Belong,belong,https://belong.bg/,https://belong.bg/wp-content/uploads/2021/07/Belong-final-logo_Belong-hor_dark-185x46.webp,https://www.instagram.com/belong.bg/,https://www.facebook.com/belong.bulgaria,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Benepura,benepura,https://benepura.bg,https://benepura.bg/image/catalog/logo-cherno-bez-fon.png,https://www.instagram.com/benepura.bg/,https://www.facebook.com/BPTrustNature,"Адрес: ул. Тодор Александров 18, Петрич, 2850 BG205062043 Email: support@benepura.bg",Неуточнен,VERIFIED_OFFICIAL_SITE,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
BohoSi,bohosi,https://bohosi.bg/,https://bohosi.bg/wp-content/uploads/2024/03/logo-bohosi-kimona-varna.png,https://www.instagram.com/bohosi.bg/,https://www.facebook.com/bohosibrand,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
BOLGEVA,bolgeva,https://bolgeva.com/,https://bg.sellavi.com/images/sellavi-logo.png,https://www.instagram.com/bolgeva/,,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Boriana Sport,boriana-sport,https://borianasport.com/,https://borianasport.com/image/data/logo/bs-logo-bw.png,https://instagram.com/borianasport/,https://facebook.com/BorianaSport/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Brodnik,brodnik,https://brodnik.bg/,,,,,Неуточнен,NOT_FOUND,REVIEW,Official-site homepage status: PAGE_FAILED. Logo/social/address values are included only when found on pages under the official brand site.
CherryMe,cherryme,https://cherryme.bg,https://cherryme.bg/wp-content/uploads/2025/10/logo-500-x-150-px.png,https://www.instagram.com/cherryme.bg,https://www.facebook.com/profile.php?id=61574825292262&mibextid=LQQJ4d&rdid=eB9E3qJiJAfnPqgN&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1AL49DjfRL%2F%3Fmibextid%3DLQQJ4d,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Code Moda,code-moda,https://codemoda.com/,https://codemoda.com/media/11/11761.png,https://www.instagram.com/codemoda_shop/,https://www.facebook.com/CODEMODApage,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
COMERSE,comerse,https://comerse-bg.com/,https://comerse-bg.com/media/91/2311.png,https://www.instagram.com/comersebg/,https://www.facebook.com/comersebg,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Crafts of Space,crafts-of-space,https://craftsofspace.com/,https://craftsofspace.com/wp-content/uploads/2023/10/logo.png,https://www.instagram.com/crafts.of.space/,https://www.facebook.com/craftsofspace,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
CYXO,cyxo,https://havlia.com/,https://havlia.com/image/cache/catalog/logo-havlia-gray-0x0.svg,https://www.instagram.com/havliacom/,https://www.facebook.com/havliacom,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Daniel Fashion,daniel-fashion,https://daniel-fashion.com/,https://daniel-fashion.com/wp-content/uploads/2025/02/17daniel-fashion-site-logo.png,https://www.instagram.com/danielfashionclothing/,https://www.facebook.com/sharer.php,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
David Toys,david-toys,https://davidtoys.eu/,https://davidtoys.eu/cdn/shop/files/cropped-logo-06-1536x569.png?v=1762856813&width=500,,,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Denica Boutique,denica-boutique,https://denicaboutique.com/,https://denicaboutique.com/wp-content/uploads/2025/09/logo-whitev3-.png,https://www.instagram.com/denicaboutique,https://www.facebook.com/denicaboutique,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Dr.Isla,dr-isla,https://drisla.bg/,https://drisla.bg/wp-content/uploads/2022/04/drisla-logo.png,https://www.instagram.com/drisla.bg/,https://www.facebook.com/drisla.bg/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
DVETE,dvete,https://dvetestudio.bg/,https://dvetestudio.bg/cdn/shop/files/Dvete-MainLogo-White.png?v=1737468297&width=320,,,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Fabele,fabele,https://fabele.bg,https://fabele.bg/wp-content/uploads/2023/03/Fabele-white-small.png,https://www.instagram.com/fabele_fashion/,https://www.facebook.com/FabeleFashion,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Fold Your Mind,fold-your-mind,https://foldmind.com/bg/,,https://www.instagram.com/foldyourmind,https://www.facebook.com/foldyourmind,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Forget Me Not,forget-me-not,https://forgetmenot-shop.eu,https://forgetmenot-shop.eu/wp-content/uploads/2026/08/Photoroom_20260802_111329.png,https://www.instagram.com/forgetmenotatelier/,https://www.facebook.com/forgetmenot.atelier,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Gabi Jewellery,gabi-jewellery,https://www.gabi-jewellery.com/,https://www.gabi-jewellery.com/images/logo/gabi-logo.svg,https://www.instagram.com/jewellerygabi/,https://www.facebook.com/GabiJewellery/,"Магазин: гр. Трявна 5350, ул. ""Ангел Кънчев"" 16; Работно време: 10:00-19:00 / без почивен ден /",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Home of Wool,home-of-wool,https://homeofwool.bg/,https://homeofwool.bg/wp-content/uploads/2025/09/logos-en-10-25-2.png,https://www.instagram.com/homeofwoolbulgaria/,https://www.facebook.com/homeofwoolbulgaria/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Huggy Bear,huggy-bear,https://huggybearbg.com/,https://huggybearbg.com/media/39/12.png,https://www.instagram.com/huggybear.bg/,https://www.facebook.com/HuggyBearBg,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Hursa,hursa,https://hursa.shop/,https://hursa.shop/cdn/shop/files/hursa-logo-new_110x.png?v=1614354963,https://www.instagram.com/hursa.co/,,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
InnovaHerb,innovaherb,https://innovaherb.com,https://innovaherb.com/products/Innoherb_logo_FIN-01-cropped-no-background.png,https://www.instagram.com/innovaherb/,https://www.facebook.com/people/InnovaHerb/61583593299572,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
IV Style,iv-style,https://iv-boutique.com/,https://iv-boutique.com/wp-content/uploads/2026/02/ivs-dark.png,https://www.instagram.com/ivstyle_,https://www.facebook.com/sharer/sharer.php,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Iva Tex,iva-tex,https://ivatex.eu/,https://ivatex.eu/cdn/shop/files/iva_tex_logo_no_background.png?v=1745927430&width=400,https://www.instagram.com/ivatexsleepwear,https://www.facebook.com/ivatexltd,"магазин МЕРИЛИН 23. Гр Раковски, ул. “Петър Богдан” 60A, Магазин INTIMOPLUS 24. Гр. Пещера, ул. “Димитър Горов” 17, магазин за БЪЛГАРСКО БЕЛЬО и ДАМСКО МЪЖКО ОБЛЕКЛО 25. Гр. Пл",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Jenn Embroidery,jenn-embroidery,https://jennembroidery.com/,https://jennembroidery.com/wp-content/uploads/2026/08/untitled-design-44-scaled.jpg,https://www.instagram.com/jenn.embroidery/,https://www.facebook.com/jennembroiderylove,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Josephine Hats,josephine-hats,https://josephinehats.com,https://josephinehats.com/cdn/shop/files/jh-logo.png?v=1686916425&width=500,https://www.instagram.com/josephine_hats/,https://www.facebook.com/josephinebulgaria/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Katano,katano,https://www.katano.studio/,https://www.katano.studio/wp-content/uploads/2021/02/katano_logo.png,https://www.instagram.com/katano.studio/,https://www.facebook.com/katano.studio,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
La Cocona,la-cocona,https://lacocona.eu,https://lacocona.eu/wp-content/uploads/2026/06/blum-saten-turban-572x800.jpg,https://www.instagram.com/la_cocona_com/,https://www.facebook.com/profile.php?id=100090170252725,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
La Pivoine,la-pivoine,https://lphandmade.com/,,,https://www.facebook.com/la.pivoine.boutique/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Lacrearte Design,lacrearte-design,https://lacreartedesign.com,https://lacreartedesign.com/wp-content/uploads/2026/08/lacrearte_portfolio-item_zoo-magazin_logo-1024x683.jpg,https://www.instagram.com/lacreartedesign/,https://www.facebook.com/lacreartedesign,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
MALEA,malea,https://maleastore.eu,https://maleastore.eu/cdn/shop/files/Atention_Logo.png?v=1711552590&width=600,https://www.instagram.com/malea.eu/,https://www.facebook.com/malea.eu,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Mazno,mazno,https://mazno.bg,https://mazno.bg/cdn/shop/files/logo_mazno_white-400.png?v=1750499572&width=400,https://www.instagram.com/maznobg,https://www.facebook.com/mazno.bg,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
MIL,mil,https://mil.moda,https://mil.moda/cdn/shop/files/logo.png?height=36&v=1777816439,,,"МАГАЗИН MIL ул. Георги Сава Раковски 157 София, България +359 893 595 541 РАБОТНО ВРЕМЕ Всеки ден от 11:00 до 20:00",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Mira Profirova,mira-profirova,https://miraprofirova.com/,,,,,Неуточнен,NOT_FOUND,PARTIAL,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Moments,moments,https://www.moments.bg,https://www.moments.bg/media/91/184.png,https://www.instagram.com/moments.bg,https://www.facebook.com/momentsbg,Магазин Киви и Керамика - ул. Уилям Гладстон 46 Пловдив : ● Магазинче 123 - ул. Отец Паисий 3 Варна : ● PiBooks - ул. Бдин 1 Ако имате проблем или искате да попитате нещ,Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
MOMVY,momvy,https://momvy.eu/,https://momvy.eu/wp-content/uploads/2025/01/organic-logo_.webp,https://www.instagram.com/momvy.bio,https://www.facebook.com/profile.php?id=61564811769941,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Morado,morado,https://morado.bg/,https://morado.bg/image/cache/catalog/journal3/slider/demo4/bag-700x700h.jpg,https://www.instagram.com/morado.bg/,https://www.facebook.com/MoradoBulgaria,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Mālama,malama,https://malama.bg/,https://malama.bg/cdn/shop/files/00_-_Logo_w_Tagline_-_Black.png?v=1693725133&width=600,https://www.instagram.com/malama.company/,https://www.facebook.com/profile.php?id=100094313560608,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
NADNAP,nadnap,https://nadnap.com/,https://nadnap.com/wp-content/uploads/2026/06/vodoustoychiva-membrana.png,https://www.instagram.com/nadnap_tex/,https://www.facebook.com/nadnap.tex/,"адрес: office@nadnap.com Адрес: гр. Русе, ул. Пирот №13 Съгласявам се с",Офис,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
NL Beauty,nl-beauty,https://nlbeauty.bg,https://nlbeauty.bg/cdn/shop/files/Logo.svg?v=1690912721&width=320,https://www.instagram.com/nlbeauty,https://www.facebook.com/nlbeauty.official,"магазин 12 София , BG Виж в Google Maps Lilly Drogerie Силистра 2 ул. „Седми септември“ №33А гр. Силистра , BG Виж в Google Maps Lilly Drogerie Бургас 5 гр. Бургас, бул. Янко Комитов 4 Бургас , BG Виж в Google",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Nuance,nuance,https://www.nuancebasics.com,https://www.nuancebasics.com/cdn/shop/files/LOGOO7.png?v=1764614934&width=2048,https://www.instagram.com/turtlenaturals,https://www.facebook.com/profile.php?id=61569554673599,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
NULA,nula,https://nula.store,https://nula.store/cdn/img/logo/1/1.png?width=1920&height=1920&v=1777460483,https://www.instagram.com/nuladot,https://www.facebook.com/nuladot,"адрес, офис или взимане от ателието. Безплатна доставка за поръчки над 50 € Плащане с карта, наложен платеж или на място. Право на замяна или връщане до 30 дни. Контакти София, ул. ""Проф. Фритьоф Нансен"" 23 📞 0888 666 075 [email protected] Ателието на NULA. р аботи с предварителна уговорка в делнични дни. Информация За",Ателие,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Nutera,nutera,https://nutera.bg,https://nutera.bg/cdn/shop/files/logo-nutera-white-800x185_{width}x.webp?v=1759478078,https://www.instagram.com/nutera.bg/,https://www.facebook.com/profile.php?id=100088388795860,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
OMAYA,omaya,https://www.omayaconcept.com/,,,,,Неуточнен,NOT_FOUND,REVIEW,Official-site homepage status: PAGE_PARTIAL. Logo/social/address values are included only when found on pages under the official brand site.
PhytoEssence,phytoessence,https://odonatacosmetics.com,https://odonatacosmetics.com/wp-content/uploads/2020/04/logo-1-300x72.png,https://www.instagram.com/odonata.cosmetics/,https://www.facebook.com/odonatacosmeticsBIO/,"магазини гр. София, бул. Цар Борис III 93-95 0898 977 665 [email protected] Пон – Съб: 10:00 – 19:00 гр. София, ул. Мальовица 1 0876 185 022 [email protected] Пон –",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
PhytoEssenceBio,phytoessence,https://odonatacosmetics.com,https://odonatacosmetics.com/wp-content/uploads/2020/04/logo-1-300x72.png,https://www.instagram.com/odonata.cosmetics/,https://www.facebook.com/odonatacosmeticsBIO/,"магазини гр. София, бул. Цар Борис III 93-95 0898 977 665 [email protected] Пон – Съб: 10:00 – 19:00 гр. София, ул. Мальовица 1 0876 185 022 [email protected] Пон –",Магазин,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Raelumin,raelumin,https://raeluminshop.com/,https://raeluminshop.com/wp-content/uploads/2023/08/Fashion-Bran-Logo.png,,https://www.facebook.com/raeluminshop/reviews,"Address Пловдив, ул. Серес 2 Информация Блог Контакти Често задавани въпроси относно доставката Полезни линкове Моят акаунт Списък с любими Стани партньор Персо",Неуточнен,PARTIAL,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
ReSleep,resleep,https://resleep.bg/,https://resleep.bg/cdn/shop/files/Resleep_Logo_Broderia-01_copy.jpg?v=1746164309&width=100,https://www.instagram.com/resleep.nightwear/,https://www.facebook.com/ReSleep.bg,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Rumi Cosmetics,rumi-cosmetics,https://rumi.bg,https://rumi.bg/wp-content/uploads/2022/04/logo.png,https://www.instagram.com/reel/DceH_iLH-s8/,https://www.facebook.com/rumicosmetics,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Saff,saff,https://saff.beauty/,https://saff.beauty/wp-content/uploads/2021/11/saff-logo.png,https://www.instagram.com/saff_beauty/,https://www.facebook.com/saffproducts/,,Неуточнен,NOT_FOUND,REVIEW,Official-site homepage status: PAGE_PARTIAL. Logo/social/address values are included only when found on pages under the official brand site.
Scarab Cosmetics,scarab-cosmetics,https://scarab-cosmetics.com/,https://scarab-cosmetics.com/wp-content/uploads/2024/01/cropped-Screenshot_21.png?x87173,https://www.instagram.com/scarabcosmetics_bg,https://www.facebook.com/profile.php?id=61556646747071,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Sito Studio,sito-studio,https://www.sito-studio.com/,https://cdn.prod.website-files.com/65bcc53daf85a6bf3840d35c/67912ceb82534ca22fa01624_Home%20Page%20Hero%20Sito%20Studio%201x1-70pct.webp,https://www.instagram.com/sito.studio/,https://www.facebook.com/studio.sito/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Soleil Design,soleil-design,https://sd-giftshop.com/,https://sd-giftshop.com/wp-content/uploads/2024/02/soleil.png,https://www.instagram.com/soleilbyrs,https://www.facebook.com/share/18EJhPE51B/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
Studio Nikolas,nikolas,https://studionikolas.com/,,,,,Неуточнен,NOT_FOUND,REVIEW,Official-site homepage status: PAGE_FAILED. Logo/social/address values are included only when found on pages under the official brand site.
The Curiosity Institute,the-curiosity-institute,https://thecuriosityinstitute.com/bg/,https://thecuriosityinstitute.com/bg/wp-content/uploads/sites/3/2025/05/logo.svg,https://www.instagram.com/p/DR_9lgSDs9u/,https://www.facebook.com/thecuriosityinstitute/,,Неуточнен,NOT_FOUND,VERIFIED_OFFICIAL_SITE,Official-site homepage status: LIVE_PAGE. Logo/social/address values are included only when found on pages under the official brand site.
The White Rabbit,the-white-rabbit,https://www.thewhiterabbitshop.com,,,,,Неуточнен,NOT_FOUND,REVIEW,Official-site homepage status: PAGE_PARTIAL. Logo/social/address values are included only when found on pages under the official brand site.
