URL,OLD_META_DESCRIPTION,OLD_LENGTH,NEW_META_DESCRIPTION,NEW_LENGTH,SOURCE_CHANGED,STATUS
https://bulgaritam.bg/k/kozmetika-kosa/,Българска козметика за коса: ориентирай се според грижа за косата.,66,"Българска козметика за коса: ориентирай се според грижа за косата. Провери съставките, типа грижа и указанията за употреба. Виж данните от бранда.",146,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/roklya-saten/,"Сатенени рокли: сравни състава, кройката и размерите в предложенията от български брандове.",91,"Сатенени рокли: сравни състава, кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",152,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bizhuta-s-tsitrin/,"Бижута с цитрин: сравни камъка цитрин, размера и закопчаването в информацията от бранда.",88,"Бижута с цитрин: сравни камъка цитрин, размера и закопчаването в информацията от бранда. Съпостави изработката, размерите и важните детайли.",140,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bizhuta-s-moysanit/,"Бижута с мойсанит: сравни камъка мойсанит, размера и закопчаването в информацията от бранда.",92,"Бижута с мойсанит: сравни камъка мойсанит, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",145,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-za-protiv-brachki/,Козметика против бръчки: ориентирай се според грижа при бръчки.,63,Козметика против бръчки: ориентирай се според грижа при бръчки. Съпостави формулите според нуждата и своята рутина. Провери ги при бранда.,138,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/zlatna-obetsa/,"Златни обеци: сравни обеци, материала злато, размера и закопчаването в информацията от бранда.",94,"Златни обеци: сравни обеци, материала злато, размера и закопчаването в информацията от бранда. Съпостави изработката, размерите и важните детайли.",146,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/p/cheresha/,Открий Череша от 2 Лета в Българитъм. Подбрани български продукти с неповторим дизайн и качество.,97,"Натурален черешов ликьор „Череша“ от 2 Лета, 25% алк. и 500 мл, приготвен чрез мацерация на пресни череши в черешов дестилат.",125,src/pages/p/[slug].astro,IMPROVED_BELOW_135
https://bulgaritam.bg/bizhuta-s-rubin/,"Бижута с рубин: сравни камъка рубин, размера и закопчаването в информацията от бранда.",86,"Бижута с рубин: сравни камъка рубин, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",139,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/rozovi-rokli/,"Розови рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",88,"Розови рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",141,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/zlatna-grivna/,"Златни гривни: сравни гривни, материала злато, размера и закопчаването в информацията от бранда.",96,"Златни гривни: сравни гривни, материала злато, размера и закопчаването в информацията от бранда. Сравни моделите по материал, размер, детайли и",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-za-chuvstvitelna-kozha/,Козметика за чувствителна кожа: ориентирай се според чувствителна кожа.,71,"Козметика за чувствителна кожа: ориентирай се според чувствителна кожа. Сравни продуктите по предназначение, състав и употреба. Детайлите са при бранда.",152,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarska-kozmetika-s-roza/,Българска козметика с розово масло: ориентирай се според съставката розово масло.,81,Българска козметика с розово масло: ориентирай се според съставката розово масло. Съпостави формулите според нуждата и своята рутина. Провери ги при,148,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-s-shafran/,Козметика с шафран: ориентирай се според съставката шафран.,59,"Козметика с шафран: ориентирай се според съставката шафран. Ориентирай се по нужда, формула и начин на използване. Данните са от бранда.",136,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/k/detsko-obleklo/,Открий облекло в деца от български марки в Българитъм. Подбрани продукти и по-лесно откриване.,94,Открий облекло в деца от български марки в Българитъм. Подбрани продукти и по-лесно откриване. Съпостави вариантите според нуждата и употребата.,144,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bizhuta-s-labradorit/,"Бижута с лабрадорит: сравни камъка лабрадорит, размера и закопчаването в информацията от бранда.",96,"Бижута с лабрадорит: сравни камъка лабрадорит, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-za-suha-kosa/,Козметика за суха коса: ориентирай се според грижа за суха коса.,64,"Козметика за суха коса: ориентирай се според грижа за суха коса. Провери съставките, типа грижа и указанията за употреба. Виж данните от бранда.",144,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bizhuta-s-izumrud/,"Бижута с изумруд: сравни камъка изумруд, размера и закопчаването в информацията от бранда.",90,"Бижута с изумруд: сравни камъка изумруд, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-domashni-chehli/,Български домашни чехли: сравни кройката и размерите в предложенията от български брандове.,91,"Български домашни чехли: сравни кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",152,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/esenni-rokli/,"Есенни рокли: сравни сезонността, кройката и размерите в предложенията от български брандове.",93,"Есенни рокли: сравни сезонността, кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-leneni-drehi/,"Български ленени дрехи: сравни състава, кройката и размерите в предложенията от български брандове.",99,"Български ленени дрехи: сравни състава, кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене.",149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-suveniri/,Открий български сувенири и малки локални находки в Българитъм.,63,"Открий български сувенири и малки локални находки в Българитъм. Сравни предложенията по вид, материали и предназначение. Детайлите са при бранда.",145,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/boho-roklya/,Бохо рокли: сравни кройката и размерите в предложенията от български брандове.,78,"Бохо рокли: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери. Данните са от бранда.",153,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-ezhednevni-rokli/,Български ежедневни рокли: сравни кройката и размерите в предложенията от български брандове.,93,"Български ежедневни рокли: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",146,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarska-bio-kozmetika/,Разгледай българска био козметика от локални марки в Българитъм.,64,"Разгледай българска био козметика от локални марки в Българитъм. Ориентирай се по нужда, формула и начин на използване. Данните са от бранда.",141,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/sinya-roklya/,"Сини рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",86,"Сини рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",139,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/cherna-roklya/,"Черни рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",87,"Черни рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/damski-rokli-s-kas-rakav/,Дамски рокли с къс ръкав: сравни кройката и размерите в предложенията от български брандове.,92,"Дамски рокли с къс ръкав: сравни кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене.",142,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/sportni-rokli/,Спортни рокли: сравни кройката и размерите в предложенията от български брандове.,81,"Спортни рокли: сравни кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене. Провери ги при бранда.",154,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-boti/,Български боти: сравни кройката и размерите в предложенията от български брандове.,82,"Български боти: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",135,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/k/detski-knigi/,Открий детски книги в деца от български марки в Българитъм. Подбрани продукти и по-лесно откриване.,99,Открий детски книги в деца от български марки в Българитъм. Подбрани продукти и по-лесно откриване. Съпостави вариантите според нуждата и употребата.,149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-za-dehidratirana-kozha/,Козметика за дехидратирана кожа: ориентирай се според дехидратирана кожа.,73,"Козметика за дехидратирана кожа: ориентирай се според дехидратирана кожа. Сравни продуктите по предназначение, състав и употреба. Детайлите са при бранда.",154,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/p/roklya-dot/,Открий Рокля Dot от DVETE в Българитъм. Подбрани български продукти с неповторим дизайн и качество.,99,"Дамска рокля Dot от DVETE с десен на точки, предлагана в размери S, M и L. Виж модела, снимките и актуалните условия при бранда.",128,src/pages/p/[slug].astro,IMPROVED_BELOW_135
https://bulgaritam.bg/mazhki-leneni-rizi/,"Мъжки ленени ризи: сравни състава, кройката и размерите в предложенията от български брандове.",94,"Мъжки ленени ризи: сравни състава, кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",147,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/svetlosinya-roklya/,"Светлосини рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",92,"Светлосини рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",148,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/k/grim/,Разгледай български грим от локални марки в Българитъм.,55,Разгледай български грим от локални марки в Българитъм. Съпостави формулите според нуждата и своята рутина. Провери ги при бранда.,130,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/chervena-roklya/,"Червени рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",89,"Червени рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",142,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-drehi/obuvki/,Разгледай български обувки от локални марки и открий наличните модели на едно място.,84,"Разгледай български обувки от локални марки и открий наличните модели на едно място. Провери материята, размерите и указанията за поддръжка.",140,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/balgarski-maratonki/,Български маратонки: сравни кройката и размерите в предложенията от български брандове.,87,"Български маратонки: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",140,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/tamnosinya-roklya/,"Тъмносини рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",91,"Тъмносини рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",152,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bizhuta-s-diamanti/,"Бижута с диаманти: сравни камъка диамант, размера и закопчаването в информацията от бранда.",91,"Бижута с диаманти: сравни камъка диамант, размера и закопчаването в информацията от бранда. Провери материала, размерите и начина на закопчаване.",145,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/damski-rokli-s-dalag-rakav/,Дамски рокли с дълъг ръкав: сравни кройката и размерите в предложенията от български брандове.,94,"Дамски рокли с дълъг ръкав: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",147,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-za-uvredena-kosa/,Козметика за увредена коса: ориентирай се според грижа за увредена коса.,72,Козметика за увредена коса: ориентирай се според грижа за увредена коса. Съпостави формулите според нуждата и своята рутина. Провери ги при бранда.,147,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/k/detski-igrachki/,Открий играчки в деца от български марки в Българитъм. Подбрани продукти и по-лесно откриване.,94,Открий играчки в деца от български марки в Българитъм. Подбрани продукти и по-лесно откриване. Съпостави вариантите според нуждата и употребата.,144,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kafyava-roklya/,"Кафяви рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",88,"Кафяви рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/p/samodiva/,Открий Самодива от КИТНА в Българитъм. Подбрани български продукти с неповторим дизайн и качество.,98,"Дамска рокля „Самодива“ от КИТНА, изработена от лиосел с бродерия, вдъхновена от българските традиции и предлагана в бяло и черно.",130,src/pages/p/[slug].astro,IMPROVED_BELOW_135
https://bulgaritam.bg/bulgarski-mazhki-pizhami/,Мъжки пижами: сравни кройката и размерите в предложенията от български брандове.,80,"Мъжки пижами: сравни кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",136,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-za-mazna-kozha/,Козметика за мазна кожа: ориентирай се според мазна кожа.,57,Козметика за мазна кожа: ориентирай се според мазна кожа. Съпостави формулите според нуждата и своята рутина. Провери ги при бранда.,132,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/bulgarski-oficialni-rokli/,Български официални рокли: сравни кройката и размерите в предложенията от български брандове.,93,"Български официални рокли: сравни кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене.",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-mazhki-yaketa/,Открий български мъжки якета от локални марки.,46,"Открий български мъжки якета от локални марки. Съпостави кройките, материите и начина на носене. Провери ги при бранда.",119,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/kozmetika-za-suha-kozha/,Козметика за суха кожа: ориентирай се според суха кожа.,55,"Козметика за суха кожа: ориентирай се според суха кожа. Ориентирай се по нужда, формула и начин на използване. Данните са от бранда.",132,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/zlatni-kolieta/,"Златни колиета: сравни колиета, материала злато, размера и закопчаването в информацията от бранда.",98,"Златни колиета: сравни колиета, материала злато, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",151,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/byala-damska-riza/,"Бели дамски ризи: сравни нюанса, кройката и размерите в предложенията от български брандове.",92,"Бели дамски ризи: сравни нюанса, кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",153,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/cherna-riza/,"Черни ризи: сравни нюанса, кройката и размерите в предложенията от български брандове.",86,"Черни ризи: сравни нюанса, кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",142,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/rozova-riza/,"Розови ризи: сравни нюанса, кройката и размерите в предложенията от български брандове.",87,"Розови ризи: сравни нюанса, кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/k/belio/,Българско бельо: сравни кройката и размерите в предложенията от български брандове.,83,"Българско бельо: сравни кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене. Провери ги при",148,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/grivna-s-bukva/,"Гривни с буква: сравни гривни, детайла буква, размера и закопчаването в информацията от бранда.",95,"Гривни с буква: сравни гривни, детайла буква, размера и закопчаването в информацията от бранда. Съпостави изработката, размерите и важните детайли.",147,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarska-bebeshka-kozmetika/,Българска бебешка козметика: ориентирай се според бебешка грижа.,64,"Българска бебешка козметика: ориентирай се според бебешка грижа. Сравни предложенията по вид, материали и предназначение. Детайлите са при бранда.",146,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/grivna-s-krast/,"Гривни с кръст: сравни гривни, детайла кръст, размера и закопчаването в информацията от бранда.",95,"Гривни с кръст: сравни гривни, детайла кръст, размера и закопчаването в информацията от бранда. Съпостави изработката, размерите и важните детайли.",147,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-mazhki-puloveri/,Открий български мъжки пуловери от локални марки.,49,"Открий български мъжки пуловери от локални марки. Провери материята, размерите и указанията за поддръжка. Виж данните от бранда.",128,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/balni-rokli/,Бални рокли: сравни кройката и размерите в предложенията от български брандове.,79,"Бални рокли: сравни кройката и размерите в предложенията от български брандове. Провери материята, размерите и указанията за поддръжка.",135,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/kozmetika-za-mazna-kosa/,Козметика за мазна коса: ориентирай се според грижа за мазна коса.,66,"Козметика за мазна коса: ориентирай се според грижа за мазна коса. Сравни продуктите по предназначение, състав и употреба. Детайлите са при бранда.",147,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/zhalta-roklya/,"Жълти рокли: сравни нюанса, кройката и размерите в предложенията от български брандове.",87,"Жълти рокли: сравни нюанса, кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",140,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/rachno-izraboteni-sveshti/,Открий ръчно изработени свещи от български марки.,49,"Открий ръчно изработени свещи от български марки. Сравни предложенията по вид, материали и предназначение. Детайлите са при бранда.",131,src/components/SeoProductLanding.astro,IMPROVED_BELOW_135
https://bulgaritam.bg/bulgarski-mazhki-obuvki/,Открий български мъжки обувки от локални марки в Българитъм.,60,"Открий български мъжки обувки от локални марки в Българитъм. Сравни моделите по материя, кройка, размер и предназначение. Детайлите са при бранда.",146,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/zeleno-palto/,"Зелени палта: сравни нюанса, кройката и размерите в предложенията от български брандове.",88,"Зелени палта: сравни нюанса, кройката и размерите в предложенията от български брандове. Сравни моделите по материя, кройка, размер и предназначение.",149,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bizhuta-s-hematit/,"Бижута с хематит: сравни камъка хематит, размера и закопчаването в информацията от бранда.",90,"Бижута с хематит: сравни камъка хематит, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",143,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/naturalna-bulgarska-kozmetika/,Българска натурална козметика: ориентирай се според вида грижа и състава.,73,"Българска натурална козметика: ориентирай се според вида грижа и състава. Ориентирай се по нужда, формула и начин на използване. Данните са от бранда.",150,src/components/SeoProductLanding.astro,FIXED
https://bulgaritam.bg/bulgarski-mazhki-antsuzi/,Открий български мъжки анцузи от локални марки в Българитъм.,60,"Открий български мъжки анцузи от локални марки в Българитъм. Провери материята, размерите и указанията за поддръжка. Виж данните от бранда.",139,src/components/SeoProductLanding.astro,FIXED
